Hours since 00:00 Jan 1,My Design - Living Space: Indoor Temperature (F),My Design - Living Space: Indoor Relative Humidity (%),My Design - Garage: Indoor Temperature (F),My Design - Garage: Indoor Relative Humidity (%),My Design - Unfinished Basement: Indoor Temperature (F),My Design - Unfinished Basement: Indoor Relative Humidity (%),My Design - Unfinished Attic: Indoor Temperature (F),My Design - Unfinished Attic: Indoor Relative Humidity (%),My Design - Domestic Water System: Water Heater Inlet Temperature (F)
7223.5,71.0006,39.1605,50.5137,65.0454,68.9964,32.0483,45.169,98.7913,60.1531
7224.5,71,39.302,50.2662,65.9167,69.5357,31.5253,45.6024,97.7522,60.1531
7225.5,71,39.5066,50.2804,66.3899,70.0438,31.0876,46.219,97.9612,60.1531
7226.5,71,39.7303,50.3478,66.7271,70.115,31.1466,46.3871,99.0595,60.1063
7227.5,71,39.9268,50.3294,67.1246,70.0899,31.3044,46.3561,99.8234,60.0881
7228.5,71,40.1241,50.2526,67.6334,70.1383,31.3987,46.2633,99.982,59.9903
7229.5,71,40.3024,50.1766,68.067,70.114,31.5766,45.9594,100,59.9901
7230.5,71,40.414,49.9247,68.8403,70.2278,31.5751,45.2952,100,59.9895
7231.5,71,40.546,49.7808,69.4418,70.0402,31.9248,45.5847,97.0233,59.989
7232.5,71,40.6826,50.5332,67.7526,69.8509,32.251,47.8516,88.58,59.9879
7233.5,71,40.751,51.7046,65.0777,69.9379,32.2605,50.9301,78.7021,59.9879
7234.5,71,40.8132,54.4154,59.1747,69.8735,32.4438,57.3785,62.2378,59.9879
7235.5,71.4209,40.2651,59.7899,48.879,69.3319,33.1159,67.3473,43.1233,59.9879
7236.5,72.5916,38.6693,64.5041,41.3404,69.2618,33.2137,74.7728,31.391,59.9879
7237.5,73.8327,37.0212,67.2911,37.2823,69.4587,32.9588,76.8854,25.4211,59.9879
7238.5,74.6151,35.7892,68.1353,35.8955,69.4378,32.8932,77.0264,21.4558,59.9879
7239.5,75.2963,34.7755,68.3902,35.3303,69.4986,32.7295,75.7585,19.9622,59.9879
7240.5,75.4842,34.2837,66.3976,37.5094,69.5439,32.5327,70.7235,22.0647,59.9879
7241.5,74.6918,34.9512,62.1658,43.2395,69.4829,32.5432,63.1324,27.8078,59.9879
7242.5,74.7104,34.7088,58.0434,49.774,69.3573,32.616,54.8816,36.9039,59.9879
7243.5,74.7243,34.6309,54.7777,55.8582,69.3173,32.6464,50.0878,43.638,59.9879
7244.5,74.6416,34.5914,52.904,59.6208,69.3234,32.5557,46.534,49.6937,59.9879
7245.5,73.4312,35.8264,50.8946,63.8668,69.1873,32.6117,42.602,59.1122,59.9879
7246.5,72.4889,36.8338,49.7108,66.4865,69.1241,32.645,41.541,65.5587,59.9879
7247.5,71.3847,38.0705,49.0502,67.9215,69.0681,32.6608,40.9896,71.4906,59.9879
7248.5,71,38.2876,48.4487,69.0568,69.3905,32.2273,40.0613,74.3803,59.9879
7249.5,71,37.9866,47.8122,70.2812,69.9339,31.5815,39.3631,74.2201,59.9672
7250.5,71,37.6975,47.4233,70.8975,70.1409,31.3222,39.0256,72.6788,59.8253
7251.5,71,37.367,46.9189,71.7816,70.4365,30.9799,38.4288,72.0642,59.8253
7252.5,71,37.0704,46.3109,73.0401,70.6308,30.7983,37.1243,73.9555,59.8253
7253.5,71,36.7402,45.352,75.2556,70.8272,30.5913,36.0922,75.8912,59.8253
7254.5,71,36.276,45.1018,75.345,71.0577,30.3285,36.5655,73.0831,59.8253
7255.5,71,35.9745,45.3734,74.2073,70.6973,30.7163,37.9262,69.5288,59.8232
7256.5,71,35.8745,46.6717,70.5311,70.0945,31.3932,43.4973,57.847,59.822
7257.5,71.2863,35.4917,49.5644,63.1974,69.6072,31.9352,52.0912,44.7767,59.822
7258.5,71.0002,35.8302,54.6123,52.4792,69.2504,32.2877,61.8865,34.4079,59.822
7259.5,71.8055,34.9096,59.99,43.2696,69.1544,32.4257,71.2069,26.8798,59.822
7260.5,72.275,34.4286,64.5035,36.9358,69.1287,32.4961,77.2536,22.8709,59.822
7261.5,72.7524,33.8923,66.5739,34.389,69.2413,32.3779,78.3056,22.9116,59.822
7262.5,73.2155,33.3328,68.2352,32.5117,69.3619,32.2696,78.3711,23.2862,59.822
7263.5,73.2687,33.1487,67.4524,33.4088,69.4281,32.1875,74.8112,26.3035,59.822
7264.5,72.9396,33.3943,64.6714,36.8081,69.4118,32.187,68.0564,33.2924,59.822
7265.5,72.5218,33.8381,60.4636,42.7032,69.3278,32.2571,59.9207,44.3843,59.822
7266.5,72.8013,33.534,56.7445,48.7444,69.2691,32.3,53.9336,54.717,59.822
7267.5,73.843,32.5945,54.199,53.4415,69.2424,32.3257,50.3561,62.3314,59.822
7268.5,73.0448,33.5916,52.8852,56.0418,69.1783,32.3695,47.8805,68.2793,59.822
7269.5,72.9236,33.6696,51.6025,58.6181,69.0998,32.3832,45.2438,74.5726,59.822
7270.5,71.8723,34.8186,50.2963,61.3876,69.0238,32.4161,43.2067,78.9965,59.822
7271.5,71.0782,35.6805,49.3923,63.3435,69.0078,32.3896,42.206,80.546,59.822
7272.5,71,35.6834,48.6378,64.9959,69.4228,31.8956,40.7415,83.4846,59.822
7273.5,71,35.56,47.6103,67.3617,69.9356,31.3047,38.8589,88.1251,59.822
7274.5,71,35.3985,46.6562,69.5763,70.2649,30.9114,37.3037,91.8269,59.822
7275.5,71,35.2512,45.6827,71.9793,70.5665,30.6009,35.9127,94.8341,59.7162
7276.5,71,35.1395,44.929,73.9492,70.7998,30.4209,35.0802,95.9818,59.6561
7277.5,71,34.972,44.4168,75.1628,70.9137,30.3182,34.5353,96.3066,59.6561
7278.5,71,34.8397,44.4646,74.8645,70.9925,30.2398,35.3998,93.8177,59.6556
7279.5,71,34.8426,45.4161,72.2452,70.4936,30.8048,38.976,84.066,59.6555
7280.5,71,34.8592,46.9466,68.2214,70.1745,31.1728,43.7392,72.1323,59.6555
7281.5,71,34.8522,48.4966,64.4002,70.2518,31.1155,46.7574,66.1594,59.6555
7282.5,71,34.8324,49.2868,62.6068,70.6492,30.7364,47.4536,66.7284,59.6555
7283.5,71,34.814,49.3295,62.5562,70.5669,30.8478,47.3697,68.627,59.6555
7284.5,71,34.8718,49.531,62.175,70.4216,31.0357,47.8718,69.0979,59.6555
7285.5,71.1552,34.738,49.9058,61.3674,70.2989,31.1927,48.5195,68.6053,59.6555
7286.5,71,34.9768,49.9322,61.4096,70.4025,31.1158,47.9903,71.4282,59.6555
7287.5,71,35.0322,49.5105,62.532,70.4419,31.1087,46.9754,75.9851,59.6555
7288.5,71,35.0864,49.0015,63.8188,70.3453,31.2119,45.8385,80.9064,59.6555
7289.5,71,35.2576,48.1671,65.993,70.3561,31.2449,44.072,87.244,59.6555
7290.5,71,35.5023,47.3354,68.3114,70.1217,31.5626,42.5741,92.9212,59.6555
7291.5,71,35.577,46.4979,70.6684,70.4785,31.2025,40.9679,96.8625,59.6555
7292.5,71,35.2863,45.3946,73.479,71.1325,30.533,38.8345,95.691,59.6555
7293.5,71,34.9318,44.3905,75.8806,70.9689,30.6949,36.7197,95.6532,59.6555
7294.5,71,34.6247,43.1807,78.9158,71.0539,30.606,34.258,97.7278,59.6555
7295.5,71,34.7075,41.8892,82.1515,70.753,30.8822,31.7354,99.3895,59.6555
7296.5,71,34.6222,40.5502,86.384,71.4742,30.3759,29.1981,100,59.6555
7297.5,71,34.3284,39.2139,90.5898,71.726,30.2801,26.6823,100,59.6555
7298.5,71,33.7911,37.8565,94.5124,71.934,30.0222,24.1629,100,59.6555
7299.5,71,33.2082,36.4651,98.6551,72.1344,29.7503,21.6202,100,59.6555
7300.5,71,32.6382,35.1166,100,72.3407,29.5048,19.333,100,59.631
7301.5,71,32.0113,34.1189,100,72.4562,29.2654,17.7981,100,59.5618
7302.5,71,31.2957,33.4062,100,72.7239,28.846,16.8956,99.9241,59.5532
7303.5,71,30.8625,33.1698,99.2908,72.3032,29.1355,17.8411,93.8982,59.4903
7304.5,71,30.4011,33.5269,96.8785,72.3973,28.9339,20.1849,83.5224,59.4883
7305.5,71,29.8863,33.903,94.5018,72.5071,28.7126,21.5962,78.5444,59.4883
7306.5,71,29.312,34.609,90.9561,72.7472,28.3693,23.601,72.7071,59.4883
7307.5,71,28.8447,35.6983,86.28,72.5832,28.3885,26.6273,66.1819,59.4883
7308.5,71,28.4225,36.1737,83.7582,72.4893,28.3079,27.3949,68.8431,59.4883
7309.5,71,27.9261,35.566,84.6922,72.8004,27.8459,25.7218,77.096,59.4883
7310.5,71,27.4345,34.8139,86.1472,72.8551,27.6374,24.2089,82.9156,59.4883
7311.5,71,26.9469,33.9715,87.94,72.8447,27.4896,23.0523,84.8191,59.4883
7312.5,71,26.596,33.2713,89.6085,72.6479,27.5501,22.0893,87.6613,59.4883
7313.5,71,26.2419,32.4046,91.8823,72.6671,27.3555,20.8905,91.3369,59.4883
7314.5,71,25.9694,31.7332,93.7595,72.2193,27.578,19.7423,95.6015,59.4883
7315.5,71,25.7571,31.3024,94.9063,71.9633,27.6374,18.9188,98.8298,59.4883
7316.5,71,25.5459,31.0605,95.3674,71.8286,27.5923,18.1392,100,59.4883
7317.5,71,25.3065,30.8009,95.9207,71.8502,27.3969,17.4234,100,59.4883
7318.5,71,25.1189,30.5502,96.6206,71.9518,27.1725,16.9765,100,59.4883
7319.5,71,24.867,30.3285,97.0043,72.1006,26.8482,16.8366,100,59.4883
7320.5,71,24.6201,30.1972,96.9851,72.2614,26.5052,17.1015,99.6859,59.4883
7321.5,71,24.4193,30.1356,96.7922,72.4195,26.2055,17.6667,98.6548,59.4883
7322.5,71,24.2194,30.0233,96.8075,72.4848,25.9728,17.9047,99.0925,59.4883
7323.5,71,24.0266,29.8887,96.9238,72.5488,25.7466,18.1584,99.3413,59.4883
7324.5,71,23.8756,29.7184,97.4033,72.5785,25.5974,18.0299,99.9802,59.4883
7325.5,71,23.6762,29.483,97.9402,72.5779,25.4113,17.8889,99.8971,59.4883
7326.5,71,23.4492,29.3493,97.9819,72.7729,25.0517,18.1695,99.7885,59.4729
7327.5,71,23.2861,29.4157,97.3131,72.4974,25.1304,18.6501,98.5929,59.3459
7328.5,71,23.1691,30.2359,93.4197,72.3273,25.1419,20.9002,89.5054,59.3455
7329.5,71,23.0554,31.8998,86.429,72.313,25.0406,25.5196,72.7999,59.3387
7330.5,71,22.9023,33.2137,81.6927,72.5683,24.7196,29.2935,62.2063,59.3385
7331.5,71,22.7158,33.815,79.4066,72.4228,24.6798,30.7268,59.5136,59.3238
7332.5,71,22.5748,34.0052,78.4183,72.3002,24.6247,31.1937,59.6241,59.3229
7333.5,71,22.4663,34.688,76.0589,72.1601,24.6196,33.1818,55.7576,59.3224
7334.5,71,22.3684,36.5074,70.5434,71.9667,24.6648,36.2426,50.1407,59.3217
7335.5,71,22.3819,37.2588,68.2397,71.7795,24.7234,36.116,51.918,59.3212
7336.5,71,22.4823,36.2705,70.7721,71.7372,24.689,33.3252,59.1913,59.3206
7337.5,71,22.403,33.9002,77.3514,72.0464,24.3261,29.1104,70.3909,59.3206
7338.5,71,22.3583,32.3176,81.9596,71.6201,24.5693,26.998,75.2948,59.3206
7339.5,71,22.3988,31.7134,83.927,71.2723,24.7656,25.7082,80.1718,59.3206
7340.5,71,22.415,31.3967,84.9433,71.2762,24.666,25.1518,83.7491,59.3206
7341.5,71,22.4378,31.2739,85.26,71.278,24.5746,24.9023,86.5298,59.3206
7342.5,71,22.4889,30.9769,86.4173,71.4315,24.3927,24.238,90.3464,59.3206
7343.5,71,22.4089,30.3451,88.5751,71.8297,23.9365,23.7657,92.1476,59.3206
7344.5,71,22.3088,29.7459,90.6302,71.989,23.6823,23.2028,94.13,59.3019
7345.5,71,22.2709,29.6243,90.9529,72.0944,23.5088,22.9255,95.9967,59.248
7346.5,71,22.224,29.4723,91.4158,72.1797,23.3414,22.291,99.1278,59.248
7347.5,71,22.1779,29.2003,92.4105,72.284,23.1737,21.9587,100,59.248
7348.5,71,22.188,29.0393,93.1206,72.334,23.0966,22.1708,99.7813,59.248
7349.5,71,22.0931,28.744,93.954,72.5437,22.8193,21.8033,99.8962,59.248
7350.5,71,21.8328,27.6858,97.6843,73.0779,22.2603,19.8374,100,59.1902
7351.5,71,21.5943,26.9028,99.8312,72.9496,22.2418,19.1889,96.9292,59.1549
7352.5,71,21.4243,27.0714,98.1472,72.7512,22.2909,20.3922,89.685,59.1524
7353.5,71,21.2629,27.8382,94.1832,72.7616,22.1991,22.9175,80.4336,59.1524
7354.5,71,21.1684,29.4138,87.41,72.7258,22.1654,26.5995,70.8101,59.1524
7355.5,71,21.0526,31.2847,80.002,72.396,22.3259,30.479,60.053,59.1524
7356.5,71,20.913,33.7987,71.6712,71.9623,22.526,35.4788,47.1151,59.1524
7357.5,71,20.7367,37.1942,62.2426,71.707,22.6043,40.8588,35.6465,59.1524
7358.5,71,20.5146,38.9414,57.5565,71.4965,22.6357,42.7314,30.1845,59.1524
7359.5,71,20.2792,39.4949,55.7959,71.2637,22.6783,42.7881,27.172,59.1524
7360.5,71,20.1062,38.7981,56.9007,71.18,22.6212,39.1884,30.1559,59.1524
7361.5,71,19.9239,35.1999,64.9369,71.5798,22.177,31.8554,40.2297,59.1524
7362.5,71,19.79,31.8229,73.6584,71.6297,22.0218,27.4813,48.9922,59.1524
7363.5,71,19.6281,30.3423,77.7412,71.5424,21.9382,25.2093,54.0594,59.1524
7364.5,71,19.4206,29.1586,81.0324,71.6317,21.7032,22.8144,59.8283,59.1524
7365.5,71,19.2209,27.9237,84.8228,71.7519,21.4552,20.5441,65.7178,59.1524
7366.5,71,19.0495,26.8747,88.1452,72.0373,21.131,19.1532,69.9824,59.1524
7367.5,71,18.8644,26.3736,89.2086,72.1347,20.8854,18.5427,71.7563,59.1524
7368.5,71,18.7021,26.1218,89.4294,72.3213,20.5664,18.6378,73.5714,58.9905
7369.5,71,18.6079,26.3213,88.1247,72.3949,20.3796,19.3652,74.2329,58.985
7370.5,71,18.5294,26.5728,86.6941,72.4221,20.2239,20.0998,73.8682,58.9838
7371.5,71,18.4612,26.978,84.7081,72.4283,20.0911,21.6823,70.7255,58.9837
7372.5,71,18.4458,27.4886,82.511,72.4388,19.9884,22.4407,71.4459,58.9837
7373.5,71,18.4037,27.336,82.7538,72.4776,19.8243,21.4942,77.0988,58.9837
7374.5,71,18.3211,26.661,84.9794,72.7505,19.5037,20.6636,81.3819,58.9837
7375.5,71,18.2919,26.7672,84.2276,72.5192,19.5501,21.8043,79.2153,58.9837
7376.5,71,18.2865,27.8682,79.7918,72.2775,19.6155,24.249,72.5332,58.9837
7377.5,71,18.2466,29.1886,74.8563,72.225,19.5478,27.1097,64.4346,58.9837
7378.5,71,18.185,30.3153,70.9062,72.3259,19.3912,29.7305,58.439,58.9837
7379.5,71,18.1466,31.9809,65.65,72.127,19.4355,33.1967,51.3196,58.9837
7380.5,71,18.1349,34.5164,59.1748,71.7095,19.6467,38.7531,41.4462,58.9837
7381.5,71,18.1079,39.2274,49.0631,71.3038,19.8605,45.6934,31.6429,58.9837
7382.5,71,18.1038,42.4506,43.1538,71.0157,19.9875,48.4663,29.3942,58.9837
7383.5,71,18.1025,42.6156,42.8021,70.9005,19.9989,47.1107,31.7385,58.9837
7384.5,71,18.117,40.1521,47.0291,70.9778,19.8916,42.8883,37.2402,58.9837
7385.5,71,18.2118,37.0828,52.9898,70.781,19.988,38.13,44.6756,58.9837
7386.5,71,18.365,34.995,57.499,70.2885,20.2826,34.6092,51.6562,58.9837
7387.5,71,18.5556,33.4867,61.0687,70.3442,20.2008,31.6653,59.879,58.9837
7388.5,71,18.6898,32.0929,64.6493,70.5687,20.0079,29.0742,69.0063,58.9837
7389.5,71,18.8212,31.1345,67.5455,70.6011,19.9628,27.5777,75.3111,58.9837
7390.5,71,18.886,30.8209,68.4927,71.0269,19.6492,27.7492,73.749,58.9837
7391.5,71,18.854,30.8318,68.2318,71.1688,19.4877,27.5938,71.173,58.9837
7392.5,71,18.807,30.4101,69.3597,71.4056,19.2575,26.8761,71.4646,58.9837
7393.5,71,18.7363,30.2688,69.5319,71.6674,19.019,27.2772,67.1438,58.9837
7394.5,71,18.6703,30.3327,69.0614,71.7606,18.8918,27.4229,64.7467,58.9837
7395.5,71,18.6179,30.233,69.1872,71.8097,18.8055,27.3485,63.4956,58.9837
7396.5,71,18.6,30.0771,69.5681,71.9263,18.6999,26.2821,65.8932,58.9354
7397.5,71,18.768,29.1345,72.4151,71.6591,18.8061,24.3166,71.0644,58.8145
7398.5,71,18.5888,28.5278,74.1694,72.1554,18.4214,24.0944,70.3636,58.8145
7399.5,71,18.5779,29.0638,72.3694,71.6304,18.7466,27.1573,60.9928,58.8145
7400.5,71,18.6071,31.0129,66.1674,71.1439,19.0553,33.586,46.3634,58.8145
7401.5,71,18.595,34.1965,57.8907,71.0862,19.0742,39.5133,37.486,58.8145
7402.5,71,18.5305,37.8535,49.9918,71.0826,19.0291,45.7133,30.2563,58.8145
7403.5,71,18.4596,41.9838,42.4609,70.6861,19.2562,52.4006,23.4612,58.8145
7404.5,71,18.4224,46.1089,36.1871,70.1858,19.5617,58.0544,18.7459,58.8145
7405.5,71,18.3881,50.0321,31.121,69.6704,19.868,62.5565,15.8843,58.8145
7406.5,71.1774,18.2733,52.4508,28.386,69.1512,20.1934,64.8891,14.5549,58.8145
7407.5,71.4897,18.061,52.9424,27.8103,69.0403,20.221,64.8242,14.2765,58.8145
7408.5,71.2538,18.1703,51.2715,29.4889,68.986,20.173,60.4247,16.6469,58.8145
7409.5,71,18.4141,46.3687,35.4411,69.3911,19.8618,50.6663,25.2077,58.8145
7410.5,71,18.6125,41.809,42.2409,69.4844,19.7839,41.8376,38.4741,58.8145
7411.5,71,18.7763,38.728,47.6852,69.5956,19.6947,37.0803,48.9984,58.8145
7412.5,71.3109,18.879,37.2024,50.6556,69.3883,19.8237,35.5135,53.0007,58.8145
7413.5,71,19.0894,36.7525,51.4633,69.8006,19.5109,35.5449,51.5229,58.8145
7414.5,71,19.0492,36.9255,50.9098,70.2665,19.1604,36.0614,48.1883,58.8145
7415.5,71,18.9363,37.0864,50.3246,70.7965,18.764,36.7093,45.5545,58.8145
7416.5,71,18.8297,37.3794,49.5211,70.9992,18.598,37.1841,43.7579,58.8145
7417.5,71,18.7597,37.2801,49.5493,71.0879,18.5008,36.6254,44.9865,58.8145
7418.5,71,18.7131,36.9906,49.9824,71.1573,18.4124,36.371,45.9274,58.7417
7419.5,71,18.6777,36.9413,49.9841,71.2274,18.3446,36.5238,45.6703,58.7358
7420.5,71,18.6404,37.053,49.673,71.343,18.257,37.191,44.2499,58.7358
7421.5,71,18.5453,37.4123,48.7727,71.4593,18.1531,37.5017,42.6939,58.7358
7422.5,71,18.712,37.1517,49.1227,71.0299,18.3944,36.5165,43.5144,58.6457
7423.5,71,18.6577,36.9059,49.5428,70.7614,18.5529,37.4181,42.1315,58.6451
7424.5,71,18.713,37.8435,47.8011,69.7611,19.1904,44.441,32.6129,58.6451
7425.5,71,18.751,41.4997,41.5606,69.3125,19.4788,53.2647,24.1317,58.6451
7426.5,70.9999,18.7394,46.9021,33.8241,69.2241,19.4972,61.8466,18.5633,58.6451
7427.5,72.0264,18.1533,52.0192,27.9111,69.0425,19.6031,68.8143,14.2576,58.6451
7428.5,72.6437,17.7853,55.9806,24.0907,69.0148,19.6067,72.2828,12.3097,58.6451
7429.5,73.3008,17.376,58.2445,22.1632,69.097,19.5158,73.687,11.946,58.6451
7430.5,74.7331,16.6214,59.3461,21.2705,69.1565,19.4419,72.8104,12.3169,58.6451
7431.5,74.8323,16.7182,58.4684,21.9298,69.1926,19.375,68.8911,14.5286,58.6451
7432.5,74.2981,17.044,55.8002,24.1914,69.1265,19.3611,63.0646,19.5214,58.6451
7433.5,72.6854,18.1311,50.924,29.0723,68.9532,19.4498,52.3375,31.0235,58.6451
7434.5,72.0656,18.7031,46.2819,34.7773,68.8386,19.5291,44.3001,44.0094,58.6451
7435.5,71.5414,19.2689,43.2568,39.2945,68.7572,19.5866,40.5102,52.9741,58.6451
7436.5,72.0512,19.1701,41.8733,41.6341,68.7024,19.6204,39.4512,55.2443,58.6451
7437.5,71.4636,19.7715,41.7191,41.9561,68.8188,19.529,40.4243,51.0222,58.6451
7438.5,71,20.0339,41.6906,42.0542,69.5472,19.0177,40.079,49.3269,58.6451
7439.5,71,19.903,41.3565,42.5291,70.2957,18.488,40.0339,46.9656,58.6451
7440.5,71,19.7082,41.382,42.295,70.6023,18.2477,40.3618,43.2508,58.6451
7441.5,71,19.5325,41.211,42.375,70.7701,18.114,40.0068,41.4466,58.6451
7442.5,71,19.3316,41.1017,42.2959,70.979,17.9605,40.2845,38.5867,58.6451
7443.5,71,19.0495,41.1784,41.7614,71.1651,17.8031,40.3958,35.5348,58.6451
7444.5,71,18.7882,41.0985,41.4895,71.2387,17.7251,40.3817,33.5279,58.6451
7445.5,71,18.5303,41.1874,40.9289,71.2652,17.676,40.7542,31.4797,58.6451
7446.5,71,18.2193,41.4242,40.0594,71.3056,17.6034,41.51,28.9358,58.6386
7447.5,71,17.9901,42.2756,38.3766,70.7854,17.8813,43.9862,25.5995,58.5883
7448.5,71,17.8534,44.3586,35.2091,70.1257,18.2633,49.6787,21.192,58.4824
7449.5,71,17.7001,48.066,30.4047,69.6113,18.5472,57.1278,16.7848,58.4756
7450.5,71.0236,17.5406,51.777,26.3038,69.2571,18.67,63.0568,14.2361,58.4753
7451.5,71.2507,17.3186,54.6673,23.5475,69.0433,18.7679,66.6772,12.7613,58.4753
7452.5,71.5545,17.0966,55.6795,22.5687,68.9836,18.7745,67.7095,11.7568,58.4753
7453.5,72.0209,16.8293,56.2455,22.0303,68.932,18.7403,68.3027,11.7447,58.4753
7454.5,72.2113,16.726,57.1228,21.2729,68.9117,18.6895,68.2497,12.0529,58.4753
7455.5,72.0488,16.8445,55.6849,22.3857,68.8273,18.6929,64.9117,14.169,58.4753
7456.5,71.9412,16.9551,53.6092,24.1278,68.7317,18.6791,59.7264,18.5497,58.4753
7457.5,71.4333,17.4148,51.493,26.1407,68.5972,18.7438,54.594,23.8438,58.4753
7458.5,72.2903,17.1192,49.9765,27.7202,68.5653,18.7612,52.0243,26.7255,58.4753
7459.5,72.6036,17.0875,49.0571,28.6755,68.5261,18.7444,50.2809,28.3656,58.4753
7460.5,72.5283,17.2309,48.1684,29.6207,68.4921,18.7158,48.3589,30.4092,58.4753
7461.5,72.5006,17.357,47.4886,30.4038,68.4882,18.6948,47.9105,30.9043,58.4753
7462.5,71.8898,17.7647,47.6268,30.1627,68.4883,18.6372,47.9449,29.6283,58.4753
7463.5,71,18.2307,46.9978,30.7029,68.5296,18.5243,45.7423,30.224,58.4753
7464.5,71,18.1693,45.7838,31.983,68.977,18.1719,44.0508,30.4871,58.4753
7465.5,71,18.0777,45.0762,32.6764,69.5979,17.7333,43.3157,30.1028,58.4753
7466.5,71,17.9724,44.5697,33.1217,69.8347,17.5302,42.1633,30.765,58.4753
7467.5,71,17.9346,43.7307,34.1047,69.9186,17.4301,40.1713,33.9755,58.4753
7468.5,71,17.9332,42.9139,35.1666,70.1323,17.2921,39.6634,35.372,58.4211
7469.5,71,17.9794,43.069,35.0396,70.1885,17.2542,40.2926,37.5264,58.3507
7470.5,71,18.0317,42.7524,35.5364,70.3095,17.1615,38.4885,42.776,58.3507
7471.5,71,18.1358,42.361,36.2021,69.891,17.4361,40.3835,40.9663,58.3507
7472.5,71,18.2724,44.3455,33.811,69.5363,17.6758,46.5437,35.3668,58.3496
7473.5,71,18.4406,46.159,31.8598,69.6079,17.6626,49.2084,35.7552,58.3079
7474.5,71,18.5717,49.1001,28.8416,69.5428,17.7116,55.2306,31.0026,58.3052
7475.5,71.1093,18.5789,53.8419,24.3773,69.0027,18.0663,62.8966,23.0506,58.3052
7476.5,71.0371,18.7101,56.9885,21.8329,68.6312,18.3193,67.5762,19.0654,58.3052
7477.5,71.2356,18.6589,57.8676,21.331,68.6067,18.348,67.5758,19.1162,58.3052
7478.5,71.5444,18.5535,59.5809,20.3095,68.5511,18.3902,66.6046,20.6687,58.3052
7479.5,71.173,18.8657,59.6932,20.5734,68.4767,18.4398,63.3146,23.8918,58.3052
7480.5,71.2489,18.8818,57.8324,22.2443,68.4394,18.4239,59.8753,27.3883,58.3052
7481.5,71.4221,18.9732,54.7623,25.1036,68.3659,18.4847,55.6571,31.8573,58.3052
7482.5,72.6508,18.4659,52.3318,27.5917,68.3104,18.5558,52.7737,35.0855,58.3052
7483.5,72.5985,18.6504,50.7451,29.2716,68.2463,18.5534,49.6738,39.2748,58.3052
7484.5,71.3631,19.5954,48.6288,31.8372,68.1119,18.6073,45.4017,47.0043,58.3052
7485.5,71,20.0511,47.1918,34.0005,68.3699,18.4634,44.5017,50.6242,58.3052
7486.5,71,20.2033,47.2643,34.2173,68.5858,18.3469,45.8204,47.5612,58.3052
7487.5,71.0263,20.3407,47.4332,34.1807,68.5901,18.339,45.5729,47.8162,58.3052
7488.5,71,20.6335,46.9431,35.1489,69.1748,17.9959,44.4929,51.3794,58.3052
7489.5,71,20.8327,46.5659,36.0853,69.4893,17.863,44.0244,54.7188,58.3052
7490.5,71,21.0393,46.3657,36.6937,69.4663,17.9527,44.3616,55.3434,58.3052
7491.5,71,21.2259,46.6142,36.7821,69.7653,17.843,45.4251,53.8218,58.3052
7492.5,71,21.3656,46.5166,37.345,70.0231,17.7518,44.3556,55.6148,58.3052
7493.5,71,21.5193,45.6158,39.1134,70.2151,17.6901,42.4285,61.1052,58.3052
7494.5,71,21.7152,44.9742,40.6657,70.4726,17.6166,41.9322,62.9853,58.1683
7495.5,71,21.9321,45.3591,40.6443,70.0275,17.9946,44.439,57.5697,58.1351
7496.5,71,22.179,47.0617,38.6839,69.1935,18.6146,49.9954,48.3841,58.135
7497.5,72.3842,21.5732,50.2627,34.6575,68.402,19.2021,57.3473,37.7836,58.1349
7498.5,71.0785,22.6728,53.9672,30.3854,68.3221,19.2667,62.2864,30.8786,58.1349
7499.5,71.0738,22.6658,56.3965,27.8903,68.3061,19.2929,63.4099,27.4078,58.1349
7500.5,71.1341,22.8612,56.6651,27.8029,68.4178,19.2525,59.9605,30.1322,58.1349
7501.5,71,23.1245,55.5891,29.2835,68.963,18.9344,57.2485,35.3102,58.1349
7502.5,71.0118,23.2875,55.477,29.7011,68.2541,19.4607,58.2101,36.3331,58.1349
7503.5,71.0023,23.4623,55.2455,30.2053,68.1821,19.5784,56.9244,39.1768,58.1349
7504.5,71,23.6268,52.9036,33.2352,68.6771,19.3239,51.3809,47.5253,58.1349
7505.5,71,23.7096,49.8676,37.3531,69.1105,19.0883,46.447,53.0784,58.1349
7506.5,71,23.7976,47.8092,40.3841,68.7385,19.3614,43.1671,56.3117,58.1349
7507.5,71,23.836,46.1619,42.8979,68.6124,19.4393,40.4866,58.2389,58.1349
7508.5,71,23.7366,45.0297,44.6148,69.0687,19.1492,38.84,56.582,58.1349
7509.5,71,23.5859,44.1276,45.9065,69.072,19.1414,37.6427,54.3912,58.1349
7510.5,71,23.4263,43.5107,46.6436,69.5803,18.8341,37.5482,49.6642,58.1349
7511.5,71,23.1907,43.2889,46.5617,69.8496,18.6703,37.3777,45.3723,58.1349
7512.5,71,22.9016,42.8501,46.8867,69.9689,18.5798,35.9711,45.5917,58.1349
7513.5,71,22.7342,41.7415,48.6686,70.0852,18.506,33.148,50.3875,58.1349
7514.5,71,22.591,40.3788,51.1025,70.4553,18.3212,32.07,52.9118,58.1349
7515.5,71,22.4175,40.4357,50.7498,70.5898,18.2831,33.1015,51.4636,58.1349
7516.5,71,22.2662,40.203,50.9861,70.6104,18.3173,32.0995,53.1941,58.1349
