Time,Bus1.V,Bus1.A,Bus1.F,Line1.P,Line1.Q,Line2.P,Line2.Q,Bus2.V,Bus2.A,Bus2.F
36.433,543.27,-260.62,59.988,727.91,44.103,746.74,22.573,547.33,45.629,59.987
36.467,543.28,-260.77,59.987,727.64,44.073,746.79,22.696,547.31,45.475,59.987
36.5,543.27,-260.93,59.987,727.63,44.319,746.38,22.519,547.27,45.318,59.987
36.533,543.23,-261.09,59.987,727.66,44.683,745.32,22.006,547.2,45.15,59.985
36.567,543.19,-261.24,59.987,727.67,44.902,744.1,21.25,547.23,44.986,59.987
36.6,543.22,-261.4,59.988,727.43,44.645,743.52,21.162,547.23,44.832,59.987
36.633,543.25,-261.55,59.987,727.31,44.377,743.8,21.747,547.2,44.675,59.987
36.667,543.32,-261.7,59.987,727.35,44.149,744.5,22.576,547.25,44.518,59.987
36.7,543.33,-261.86,59.987,727.33,43.819,745.04,22.898,547.26,44.364,59.987
36.733,543.31,-262.01,59.988,727.48,43.795,744.94,22.68,547.25,44.214,59.987
36.767,543.36,-262.17,59.987,727.87,44.004,744.55,22.287,547.2,44.053,59.985
36.8,543.32,-262.32,59.986,728.1,44.209,744,21.897,547.17,43.885,59.987
36.833,543.34,-262.48,59.987,728.22,44.162,744.11,21.746,547.13,43.717,59.986
36.867,543.34,-262.64,59.987,728.03,43.95,744.58,22.052,547.14,43.553,59.986
36.9,543.37,-262.79,59.987,728.04,43.805,745.39,22.518,547.11,43.392,59.986
36.933,543.39,-262.95,59.987,728.17,43.825,746.09,22.763,547.16,43.231,59.987
36.967,543.4,-263.12,59.986,728.19,43.861,746.22,22.672,547.14,43.063,59.985
37,543.33,-263.28,59.986,728.11,43.828,745.92,22.38,547.13,42.902,59.986
37.033,543.33,-263.45,59.986,728.19,43.862,745.53,21.958,547.15,42.738,59.988
37.067,543.3,-263.62,59.985,728.47,44.107,745.25,21.699,547.19,42.573,59.985
37.1,543.28,-263.79,59.986,728.69,44.302,745.01,21.559,547.19,42.412,59.987
37.133,543.26,-263.95,59.986,728.6,44.252,745.16,21.597,547.16,42.248,59.984
37.167,543.25,-264.12,59.986,728.26,44.125,745.6,21.829,547.18,42.073,59.986
37.2,543.31,-264.29,59.986,728.21,44.05,745.95,22.046,547.23,41.902,59.988
37.233,543.31,-264.46,59.985,728.09,43.957,746.12,22.264,547.18,41.733,59.984
37.267,543.25,-264.64,59.985,727.93,43.874,746.14,22.211,547.15,41.551,59.986
37.3,543.21,-264.82,59.985,727.96,43.82,746.04,22.062,547.22,41.38,59.986
37.333,543.23,-264.99,59.985,728.25,43.996,745.81,21.972,547.23,41.208,59.986
37.367,543.26,-265.17,59.986,728.56,44.172,745.64,21.816,547.24,41.037,59.985
37.4,543.29,-265.34,59.985,728.72,44.139,745.41,21.615,547.19,40.858,59.985
37.433,543.28,-265.53,59.985,728.65,43.972,745.31,21.634,547.15,40.672,59.985
37.467,543.3,-265.71,59.985,728.44,43.836,745.76,21.85,547.19,40.493,59.986
37.5,543.3,-265.89,59.984,728.42,43.788,746.27,22.057,547.22,40.321,59.986
37.533,543.31,-266.08,59.984,728.32,43.677,746.42,22.01,547.25,40.15,59.985
37.567,543.29,-266.27,59.984,728,43.577,746.44,21.836,547.26,39.975,59.985
37.6,543.32,-266.46,59.984,727.84,43.608,746.39,21.835,547.28,39.799,59.986
37.633,543.29,-266.66,59.983,727.87,43.686,746.04,21.863,547.21,39.613,59.983
37.667,543.28,-266.85,59.983,727.93,43.68,745.73,21.505,547.21,39.426,59.986
37.7,543.28,-267.05,59.983,727.95,43.628,745.43,21.15,547.28,39.248,59.985
37.733,543.25,-267.26,59.983,728.01,43.568,745.16,20.972,547.28,39.076,59.985
37.767,543.3,-267.46,59.984,728.12,43.487,745.12,20.792,547.29,38.897,59.985
37.8,543.35,-267.66,59.983,728.17,43.364,745.11,20.729,547.35,38.715,59.985
37.833,543.39,-267.87,59.983,728.32,43.161,745.1,20.612,547.34,38.532,59.985
37.867,543.37,-268.07,59.983,728.22,42.916,745.24,20.421,547.38,38.346,59.985
37.9,543.37,-268.29,59.982,728.19,42.702,745.62,20.457,547.35,38.159,59.984
37.933,543.41,-268.5,59.983,728.25,42.475,745.91,20.459,547.4,37.973,59.986
37.967,543.45,-268.71,59.982,728.24,42.39,745.78,19.903,547.44,37.801,59.985
38,543.43,-268.92,59.982,728.24,42.323,744.94,18.939,547.46,37.618,59.984
38.033,543.42,-269.13,59.983,728.32,42.3,744.35,18.224,547.46,37.431,59.985
38.067,543.46,-269.35,59.983,728.2,42.079,744.69,18.175,547.49,37.248,59.984
38.1,543.56,-269.55,59.983,727.94,41.847,745.52,18.674,547.53,37.066,59.985
38.133,543.59,-269.76,59.983,727.61,41.593,745.81,18.966,547.51,36.882,59.984
38.167,543.6,-269.96,59.983,727.28,41.483,745.61,18.924,547.47,36.687,59.985
38.2,543.63,-270.18,59.983,727.17,41.304,745.02,18.55,547.53,36.504,59.986
38.233,543.64,-270.38,59.983,727.1,41.139,743.99,18.021,547.51,36.327,59.983
38.267,543.65,-270.59,59.983,727.01,41.105,742.95,17.259,547.51,36.144,59.986
38.3,543.64,-270.79,59.983,726.98,41.012,742.26,16.793,547.55,35.964,59.986
38.333,543.66,-270.99,59.984,726.79,40.855,742.05,16.817,547.49,35.779,59.982
38.367,543.71,-271.18,59.985,726.24,40.631,742.43,17.106,547.39,35.586,59.984
38.4,543.77,-271.37,59.985,725.63,40.327,743.06,17.471,547.42,35.395,59.986
38.433,543.79,-271.55,59.985,725.42,40.106,743.32,17.591,547.44,35.218,59.986
38.467,543.8,-271.73,59.985,725.42,39.95,743.58,17.467,547.49,35.045,59.985
38.5,543.83,-271.91,59.986,725.78,39.933,743.95,17.439,547.46,34.867,59.984
38.533,543.84,-272.08,59.986,726.29,40.086,744.27,17.952,547.43,34.682,59.986
38.567,543.84,-272.25,59.986,726.48,39.97,744.27,18.382,547.47,34.505,59.986
38.6,543.83,-272.41,59.987,726.66,39.937,743.79,18.555,547.45,34.327,59.985
38.633,543.81,-272.57,59.987,727.04,39.961,742.85,18.258,547.42,34.138,59.984
38.667,543.75,-272.73,59.987,727.33,40.082,742.42,18.002,547.44,33.964,59.987
38.7,543.75,-272.89,59.987,727.5,40.119,742.71,18.005,547.47,33.801,59.987
38.733,543.76,-273.04,59.987,727.49,40.11,743.23,18.449,547.47,33.641,59.985
38.767,543.75,-273.2,59.987,727.1,40.042,743.93,18.833,547.47,33.463,59.986
38.8,543.71,-273.35,59.988,726.77,39.965,744.61,19.166,547.44,33.287,59.986
38.833,543.66,-273.5,59.987,726.96,40.148,745.24,19.273,547.45,33.116,59.986
38.867,543.61,-273.66,59.987,727.37,40.383,745.77,19.281,547.45,32.945,59.986
38.9,543.61,-273.81,59.987,727.91,40.759,746.48,19.54,547.42,32.776,59.986
38.933,543.6,-273.97,59.987,728.43,40.891,747.06,19.775,547.37,32.603,59.985
38.967,543.54,-274.13,59.986,728.74,40.914,747.01,19.796,547.37,32.428,59.987
39,543.52,-274.29,59.986,728.86,40.878,746.8,19.496,547.38,32.263,59.986
39.033,543.52,-274.46,59.986,728.98,40.649,746.64,19.484,547.32,32.086,59.984
39.067,543.51,-274.62,59.986,729.12,40.797,746.54,19.78,547.24,31.905,59.985
39.1,543.5,-274.8,59.986,729.15,41.105,746.39,19.897,547.23,31.725,59.985
39.133,543.46,-274.97,59.985,729.01,41.292,745.96,19.751,547.23,31.545,59.985
39.167,543.41,-275.15,59.986,728.5,41.247,745.37,19.663,547.15,31.371,59.985
39.2,543.43,-275.32,59.986,727.61,41.167,745.25,19.92,547.15,31.191,59.986
39.233,543.41,-275.49,59.986,726.85,41.236,745.05,19.959,547.23,31.013,59.986
39.267,543.4,-275.65,59.986,726.43,41.505,744.7,19.88,547.19,30.843,59.985
39.3,543.39,-275.83,59.986,726.07,41.752,744.34,19.744,547.16,30.654,59.983
39.333,543.37,-276,59.987,725.87,41.884,743.84,19.543,547.21,30.468,59.986
39.367,543.42,-276.16,59.987,725.82,42.042,743.61,19.699,547.18,30.286,59.983
39.4,543.47,-276.31,59.987,725.73,42.093,743.79,20.209,547.13,30.101,59.985
39.433,543.49,-276.47,59.987,725.64,42.091,744.27,20.985,547.13,29.912,59.983
39.467,543.44,-276.63,59.987,725.84,42.033,744.53,21.657,547.13,29.724,59.986
39.5,543.39,-276.79,59.987,726.31,42.306,744.16,21.821,547.1,29.538,59.982
39.533,543.31,-276.95,59.987,727.03,42.861,743.37,21.537,547.05,29.348,59.985
39.567,543.3,-277.1,59.987,727.73,43.31,742.78,21.433,547.11,29.157,59.985
39.6,543.24,-277.26,59.988,727.8,43.444,742.77,21.797,547.16,28.973,59.986
39.633,543.24,-277.41,59.988,727.67,43.353,743.34,22.438,547.26,28.798,59.984
39.667,543.21,-277.56,59.987,727.78,43.546,744.03,23.037,547.22,28.615,59.985
39.7,543.16,-277.72,59.987,728.06,43.791,744.42,23.047,547.26,28.427,59.986
39.733,543.12,-277.87,59.987,728.33,43.985,744.79,23.269,547.3,28.256,59.985
39.767,543.09,-278.02,59.987,728.53,44.148,745.43,23.505,547.25,28.068,59.984
39.8,543.08,-278.18,59.987,728.91,44.368,745.99,23.516,547.27,27.883,59.986
39.833,543.04,-278.34,59.986,729.39,44.667,746.3,23.64,547.27,27.704,59.985
39.867,543.01,-278.51,59.985,729.91,44.825,746.72,23.834,547.28,27.524,59.986
39.9,542.96,-278.68,59.985,730.28,44.723,747.27,23.964,547.28,27.352,59.985
39.933,542.95,-278.86,59.985,730.58,44.725,747.36,23.86,547.22,27.166,59.983
39.967,542.94,-279.04,59.984,730.96,45.016,747.05,23.423,547.2,26.978,59.985
40,542.91,-279.23,59.984,731.17,45.126,746.64,22.838,547.28,26.797,59.987
40.033,542.93,-279.42,59.984,730.96,45.12,746.47,22.477,547.31,26.629,59.986
40.067,542.92,-279.62,59.984,730.32,44.93,746.63,22.481,547.25,26.461,59.985
40.1,542.96,-279.82,59.983,729.67,44.699,747.17,22.841,547.24,26.28,59.986
40.133,543.01,-280.02,59.983,728.94,44.523,747.39,22.9,547.27,26.096,59.984
40.167,543.05,-280.23,59.982,728.36,44.351,747.07,22.702,547.28,25.92,59.985
40.2,543.08,-280.44,59.982,728.01,44.208,746.24,21.912,547.31,25.743,59.986
40.233,543.11,-280.65,59.982,727.95,44.196,745.08,20.958,547.31,25.573,59.987
40.267,543.14,-280.87,59.983,727.83,44.159,744.51,20.65,547.32,25.402,59.985
40.3,543.23,-281.08,59.982,727.83,44.091,744.72,20.973,547.25,25.214,59.983
40.333,543.34,-281.29,59.982,727.65,43.867,744.71,20.954,547.24,25.024,59.985
40.367,543.35,-281.5,59.982,727.19,43.568,744.14,20.415,547.28,24.847,59.986
40.4,543.36,-281.72,59.982,726.82,43.3,743.53,19.776,547.28,24.668,59.985
40.433,543.39,-281.93,59.983,726.48,43.035,743.41,19.56,547.23,24.48,59.982
40.467,543.43,-282.14,59.983,726.24,42.861,743.88,19.847,547.2,24.281,59.985
40.5,543.49,-282.35,59.983,726.21,42.662,744.51,20.262,547.21,24.09,59.984
40.533,543.5,-282.55,59.983,726.06,42.456,744.57,20.438,547.17,23.898,59.984
40.567,543.49,-282.75,59.984,725.87,42.327,744.07,20.18,547.17,23.714,59.986
40.6,543.49,-282.95,59.983,726,42.377,743.27,19.827,547.15,23.526,59.981
40.633,543.44,-283.16,59.983,726.23,42.429,742.64,19.509,547.18,23.32,59.983
40.667,543.46,-283.35,59.985,726.51,42.484,742.64,19.626,547.24,23.123,59.984
40.7,543.46,-283.54,59.984,726.65,42.407,742.95,19.836,547.26,22.924,59.984
40.733,543.47,-283.73,59.985,726.7,42.387,743.04,19.976,547.27,22.725,59.983
40.767,543.5,-283.92,59.985,726.7,42.406,743.32,20.222,547.26,22.527,59.983
40.8,543.48,-284.1,59.985,726.76,42.382,743.9,20.495,547.27,22.324,59.982
40.833,543.47,-284.29,59.984,726.91,42.381,744.5,20.765,547.39,22.132,59.987
40.867,543.42,-284.47,59.985,727.11,42.677,744.48,20.628,547.42,21.944,59.982
40.9,543.37,-284.66,59.985,727.37,43.012,744.42,20.247,547.38,21.759,59.985
40.933,543.33,-284.84,59.985,727.41,43.08,744.7,20.357,547.43,21.571,59.984
40.967,543.36,-285.02,59.985,727.38,42.813,745.53,21.064,547.46,21.378,59.983
41,543.4,-285.19,59.985,727.63,42.933,746.12,21.583,547.43,21.178,59.984
41.033,543.37,-285.38,59.984,728.08,43.125,745.68,21.253,547.4,20.978,59.984
41.067,543.29,-285.57,59.984,728.53,43.366,744.93,20.815,547.44,20.781,59.983
41.1,543.21,-285.76,59.984,728.7,43.441,744.66,20.584,547.41,20.592,59.985
41.133,543.19,-285.95,59.984,728.86,43.284,744.9,20.765,547.45,20.406,59.985
41.167,543.23,-286.14,59.984,728.81,43.217,745.35,21.133,547.4,20.218,59.985
41.2,543.27,-286.32,59.984,728.58,43.273,745.87,21.256,547.34,20.031,59.983
41.233,543.21,-286.52,59.983,728.5,43.469,746.2,21.178,547.34,19.826,59.983
41.267,543.19,-286.72,59.984,728.54,43.772,746.39,20.803,547.37,19.631,59.985
41.3,543.18,-286.92,59.983,728.24,43.883,746.73,20.688,547.41,19.451,59.986
41.333,543.21,-287.12,59.983,727.8,43.709,747,20.72,547.4,19.268,59.983
41.367,543.21,-287.32,59.983,727.32,43.549,746.9,20.691,547.37,19.08,59.985
41.4,543.25,-287.53,59.983,727.12,43.537,746.44,20.238,547.37,18.898,59.984
41.433,543.26,-287.73,59.983,727.22,43.59,746,20.043,547.41,18.708,59.984
41.467,543.28,-287.93,59.982,727.42,43.66,745.53,20.015,547.38,18.516,59.984
41.5,543.28,-288.15,59.983,727.64,43.526,745,19.767,547.38,18.329,59.985
41.533,543.3,-288.35,59.983,727.92,43.291,744.36,19.39,547.39,18.141,59.984
41.567,543.33,-288.56,59.983,727.88,43.071,744.02,19.329,547.34,17.95,59.985
41.6,543.38,-288.76,59.983,727.68,42.964,744,19.561,547.33,17.754,59.983
41.633,543.38,-288.96,59.983,727.47,42.706,743.73,19.595,547.34,17.561,59.984
41.667,543.4,-289.16,59.983,727.02,42.486,743.62,19.745,547.33,17.375,59.984
41.7,543.41,-289.36,59.984,726.65,42.366,743.45,19.88,547.29,17.18,59.983
41.733,543.45,-289.56,59.984,726.57,42.276,743.24,19.984,547.29,16.978,59.984
41.767,543.5,-289.75,59.984,726.39,42.398,742.78,19.849,547.33,16.786,59.985
41.8,543.51,-289.94,59.984,726.03,42.42,742.22,19.55,547.29,16.601,59.983
41.833,543.47,-290.13,59.985,725.97,42.347,741.82,19.471,547.28,16.406,59.984
41.867,543.46,-290.31,59.985,725.92,42.417,741.85,19.609,547.26,16.205,59.984
41.9,543.5,-290.49,59.985,726.03,42.558,742.42,20.048,547.27,16.015,59.985
41.933,543.51,-290.67,59.986,726.18,42.36,743.13,20.582,547.32,15.833,59.985
41.967,543.53,-290.84,59.985,726.32,42.306,743.39,20.933,547.31,15.649,59.985
42,543.5,-291.01,59.986,726.55,42.385,743.32,20.848,547.35,15.458,59.985
42.033,543.49,-291.18,59.986,726.97,42.551,743.27,20.827,547.29,15.27,59.982
42.067,543.48,-291.35,59.986,727.5,42.563,743.63,21.033,547.29,15.08,59.986
42.1,543.43,-291.51,59.986,727.9,42.711,743.95,21.225,547.3,14.891,59.983
42.133,543.39,-291.67,59.987,728.28,43.02,744.05,21.298,547.19,14.694,59.983
42.167,543.36,-291.84,59.986,728.6,43.315,744.01,21.263,547.14,14.497,59.984
42.2,543.32,-292.01,59.986,728.59,43.5,744.3,21.212,547.18,14.317,59.987
42.233,543.29,-292.17,59.986,728.4,43.468,744.83,21.502,547.14,14.139,59.983
42.267,543.27,-292.33,59.986,728.13,43.426,745.43,21.965,547.08,13.948,59.985
42.3,543.25,-292.5,59.987,727.79,43.376,746.2,22.529,547.1,13.753,59.984
42.333,543.24,-292.66,59.986,727.85,43.689,746.37,22.738,547.06,13.566,59.984
42.367,543.23,-292.82,59.986,728.16,43.971,745.67,22.521,547.02,13.379,59.985
42.4,543.17,-292.99,59.986,728.24,44.255,744.77,22.148,547.03,13.191,59.984
42.433,543.12,-293.15,59.986,728.44,44.384,744.17,22.067,547.04,12.998,59.984
42.467,543.12,-293.32,59.986,728.89,44.527,744.19,22.38,547.02,12.81,59.985
42.5,543.08,-293.49,59.986,729.02,44.788,744.64,22.984,547,12.623,59.984
42.533,543.09,-293.65,59.986,729.1,44.719,745.08,23.507,547,12.441,59.985
42.567,543.1,-293.83,59.985,729.34,44.687,745.32,23.607,547.04,12.253,59.985
42.6,543.06,-294.01,59.985,729.49,44.923,745.35,23.547,547.09,12.064,59.984
42.633,543.03,-294.18,59.985,729.74,45.312,745.48,23.56,547.05,11.878,59.984
42.667,543,-294.36,59.984,730,45.555,745.67,23.846,547.04,11.681,59.983
42.7,542.97,-294.54,59.985,729.96,45.557,745.94,24.093,547.04,11.484,59.984
42.733,542.95,-294.73,59.985,729.78,45.525,746.16,24.394,547.06,11.292,59.984
42.767,542.98,-294.91,59.984,729.83,45.591,746.19,24.752,547.13,11.1,59.984
42.8,542.96,-295.1,59.983,729.89,45.787,745.94,24.798,547.11,10.908,59.984
42.833,542.94,-295.3,59.983,729.97,45.921,745.4,24.508,547.1,10.717,59.984
42.867,542.93,-295.5,59.983,730.24,45.84,744.8,23.986,547.13,10.521,59.984
42.9,542.92,-295.71,59.983,730.45,45.689,744.61,23.601,547.22,10.328,59.984
42.933,542.96,-295.92,59.983,730.49,45.602,744.81,23.487,547.23,10.137,59.984
42.967,543.01,-296.13,59.982,730.38,45.361,745.03,23.309,547.23,9.9361,59.983
43,543.02,-296.34,59.982,730.14,45.282,745.29,23.221,547.23,9.7354,59.983
43.033,543.03,-296.56,59.982,729.74,45.298,745.64,23.156,547.19,9.5355,59.983
43.067,543.05,-296.78,59.981,729.44,45.344,745.93,22.854,547.26,9.3339,59.984
43.1,543.02,-297.01,59.981,729.27,45.339,745.7,22.214,547.29,9.143,59.984
43.133,543.05,-297.23,59.981,728.61,45.144,745.21,21.559,547.29,8.9528,59.983
43.167,543.1,-297.46,59.982,727.98,44.936,745.15,21.324,547.33,8.7522,59.984
43.2,543.15,-297.68,59.981,727.52,44.825,745.34,21.431,547.37,8.5515,59.983
43.233,543.21,-297.9,59.981,726.93,44.568,745.31,21.383,547.43,8.3558,59.985
43.267,543.23,-298.13,59.981,726.54,44.387,744.99,21.228,547.45,8.1657,59.984
43.3,543.25,-298.35,59.982,726.59,44.326,744.2,21.08,547.43,7.9764,59.983
43.333,543.29,-298.57,59.982,726.48,44.325,743.34,21.002,547.41,7.7772,59.983
43.367,543.34,-298.79,59.982,726.4,44.307,742.92,20.839,547.38,7.5731,59.983
43.4,543.34,-299.01,59.982,726.45,44.043,742.55,20.681,547.36,7.369,59.984
43.433,543.36,-299.22,59.982,726.34,43.861,742.11,20.525,547.36,7.1698,59.983
43.467,543.38,-299.43,59.983,726.26,43.909,742.02,20.275,547.36,6.9705,59.984
43.5,543.41,-299.64,59.983,726.6,43.921,742.36,20.322,547.33,6.7768,59.983
43.533,543.45,-299.84,59.983,726.54,43.6,743.13,20.535,547.3,6.5831,59.985
43.567,543.49,59.966,59.984,726.09,43.179,744.18,20.974,547.33,6.3888,59.983
43.6,543.5,59.769,59.983,726.25,43.004,744.68,21.074,547.31,6.1901,59.983
43.633,543.46,59.572,59.983,726.78,43.236,744.63,20.676,547.34,5.9909,59.984
43.667,543.48,59.371,59.983,727.31,43.407,744.66,20.216,547.34,5.7971,59.984
43.7,543.41,59.169,59.984,727.73,43.401,744.83,20.079,547.34,5.5985,59.983
43.733,543.4,58.972,59.984,727.9,43.217,745.17,20.255,547.35,5.3998,59.984
43.767,543.43,58.775,59.984,727.89,43.043,745.43,20.27,547.37,5.2061,59.985
43.8,543.47,58.584,59.984,727.98,43.013,745.7,20.431,547.4,5.0173,59.984
43.833,543.43,58.387,59.983,727.97,42.912,745.61,20.527,547.43,4.8285,59.985
43.867,543.4,58.18,59.983,728.07,42.766,745.21,20.257,547.47,4.6348,59.983
43.9,543.37,57.978,59.983,728.44,43.004,744.91,20.134,547.41,4.437,59.983
43.933,543.39,57.777,59.984,728.81,43.25,744.86,19.928,547.41,4.2388,59.984
43.967,543.37,57.575,59.983,728.72,43.422,744.67,19.722,547.42,4.0455,59.984
44,543.37,57.368,59.983,728.48,43.294,744.76,19.608,547.43,3.8522,59.985
44.033,543.32,57.161,59.982,728.04,43.17,745.06,19.56,547.46,3.6639,59.983
44.067,543.33,56.954,59.983,727.67,43.139,745.53,19.51,547.44,3.4709,59.984
44.1,543.35,56.742,59.983,727.42,43.045,746.1,19.389,547.47,3.2826,59.984
44.133,543.37,56.536,59.982,727.17,42.933,746.36,19.348,547.41,3.085,59.983
44.167,543.4,56.329,59.983,726.86,42.913,746.47,19.4,547.41,2.892,59.983
44.2,543.43,56.127,59.983,726.72,42.866,746.43,19.527,547.42,2.699,59.984
44.233,543.47,55.92,59.983,726.77,42.664,746.08,19.532,547.43,2.5061,59.985
44.267,543.48,55.708,59.983,726.78,42.394,745.35,19.331,547.44,2.3131,59.984
44.3,543.49,55.501,59.983,726.99,42.421,744.53,18.957,547.47,2.1202,59.985
44.333,543.51,55.294,59.983,727.38,42.435,743.54,18.356,547.45,1.9324,59.984
44.367,543.53,55.092,59.983,727.35,42.38,742.91,18.045,547.49,1.7394,59.984
44.4,543.55,54.895,59.984,726.9,42.178,743,18.24,547.48,1.5467,59.983
44.433,543.58,54.703,59.984,726.35,41.884,743.55,18.874,547.43,1.3491,59.984
44.467,543.61,54.51,59.984,726.19,41.894,743.84,19.198,547.44,1.1465,59.983
44.5,543.6,54.318,59.985,726.18,42.292,743.85,18.869,547.4,0.94883,59.985
44.533,543.55,54.129,59.985,726,42.422,743.64,18.612,547.42,0.761,59.984
44.567,543.59,53.947,59.985,725.66,42.167,743.7,18.923,547.35,0.5634,59.984
44.6,543.58,53.769,59.985,725.41,41.949,744.13,19.327,547.34,0.36572,59.983
44.633,543.58,53.596,59.986,725.71,42.068,744.21,19.58,547.33,0.16309,59.984
44.667,543.57,53.423,59.986,726.02,42.268,744.05,19.863,547.33,-0.029654,59.984
44.7,543.58,53.249,59.986,726.08,42.25,744.26,20.272,547.29,-0.21748,59.983
44.733,543.53,53.085,59.986,726.23,42.406,744.11,20.415,547.25,-0.41522,59.985
44.767,543.49,52.916,59.986,726.51,42.572,743.34,20.073,547.26,-0.60798,59.983
44.8,543.45,52.752,59.987,726.63,42.901,743.01,19.911,547.24,-0.80575,59.984
44.833,543.46,52.594,59.987,726.69,42.984,743.39,20.325,547.18,-0.99867,59.983
44.867,543.42,52.435,59.987,726.51,42.832,744.1,21.094,547.12,-1.1916,59.984
44.9,543.43,52.276,59.987,726.32,42.786,744.96,21.694,547.16,-1.3893,59.985
44.933,543.4,52.122,59.987,726.44,42.991,745.45,21.965,547.21,-1.5771,59.985
44.967,543.37,51.967,59.987,726.58,43.278,745.34,22.068,547.21,-1.7651,59.984
45,543.3,51.812,59.987,726.6,43.646,745.18,22.16,547.18,-1.9581,59.984
45.033,543.28,51.653,59.987,726.95,43.928,745.3,22.341,547.2,-2.1559,59.984
45.067,543.22,51.493,59.986,727.51,44.241,745.4,22.756,547.17,-2.3489,59.984
45.1,543.17,51.333,59.987,727.84,44.588,745.4,22.936,547.16,-2.542,59.984
45.133,543.12,51.173,59.986,728.17,44.851,745.28,22.883,547.1,-2.7352,59.983
45.167,543.03,51.007,59.986,728.2,44.994,745.27,23.07,547.1,-2.9283,59.985
45.2,543.05,50.843,59.986,728.2,45.109,745.66,23.404,547.1,-3.1165,59.984
45.233,543.06,50.678,59.986,728.2,45.225,746.23,23.71,547.11,-3.3096,59.984
45.267,543.05,50.509,59.985,728.29,45.416,746.51,23.896,547.12,-3.5026,59.984
45.3,543,50.328,59.985,728.36,45.553,746.85,23.929,547.14,-3.6957,59.984
45.333,542.98,50.143,59.985,728.39,45.642,747.02,23.762,547.17,-3.8887,59.984
45.367,542.95,49.958,59.985,728.4,45.569,747.15,23.771,547.16,-4.0821,59.984
45.4,542.94,49.767,59.984,728.3,45.546,747.19,23.991,547.15,-4.2755,59.984
45.433,542.94,49.577,59.984,728.32,45.672,746.98,24.093,547.15,-4.4689,59.984
45.467,542.9,49.381,59.984,728.48,45.692,746.36,23.937,547.2,-4.6569,59.984
45.5,542.88,49.18,59.983,728.73,45.976,745.67,23.575,547.16,-4.8507,59.983
45.533,542.88,48.975,59.983,728.84,46.148,745.06,23.058,547.14,-5.0494,59.983
45.567,542.93,48.77,59.983,728.8,46.045,744.59,22.805,547.17,-5.2477,59.984
45.6,542.98,48.57,59.984,728.29,45.763,744.4,22.813,547.19,-5.4361,59.984
45.633,543.03,48.371,59.983,727.67,45.681,744.57,22.758,547.18,-5.6299,59.984
45.667,543.04,48.17,59.983,727.42,45.926,744.5,22.64,547.27,-5.8178,59.985
45.7,543.06,47.969,59.983,727.07,46.029,744.77,22.797,547.26,-6.0067,59.984
45.733,543.1,47.764,59.982,726.6,45.771,745.34,22.919,547.27,-6.1955,59.984
45.767,543.1,47.557,59.983,726.4,45.348,745.4,22.868,547.32,-6.3839,59.985
45.8,543.15,47.352,59.983,726.41,45.17,745.26,22.726,547.34,-6.5727,59.984
45.833,543.2,47.151,59.984,726.55,45.277,745.03,22.587,547.31,-6.7572,59.984
45.867,543.25,46.95,59.983,726.9,45.087,744.77,22.631,547.33,-6.946,59.985
45.9,543.22,46.748,59.983,727.12,44.78,744.29,22.502,547.37,-7.1348,59.985
45.933,543.23,46.551,59.984,727.26,44.67,743.85,22.375,547.3,-7.3151,59.984
45.967,543.24,46.359,59.984,727.62,44.821,743.21,22.191,547.3,-7.5045,59.985
46,543.22,46.161,59.983,727.89,44.993,742.76,21.793,547.34,-7.6884,59.986
46.033,543.25,45.964,59.984,727.92,44.922,742.98,21.698,547.38,-7.8673,59.985
46.067,543.27,45.776,59.984,727.67,44.611,743.74,22.266,547.43,-8.0462,59.985
46.1,543.34,45.586,59.984,727.27,44.325,744.68,22.766,547.44,-8.2258,59.985
46.133,543.32,45.397,59.984,726.99,44.343,745.13,22.868,547.41,-8.411,59.984
46.167,543.32,45.204,59.984,727.08,44.299,745.01,22.552,547.39,-8.5963,59.985
46.2,543.28,45.009,59.984,727.24,44.294,744.58,22.202,547.46,-8.7751,59.986
46.233,543.29,44.816,59.984,727.37,44.25,744.28,21.772,547.48,-8.9498,59.986
46.267,543.3,44.628,59.984,727.85,44.338,743.96,21.326,547.46,-9.1252,59.983
46.3,543.28,44.433,59.983,728.18,44.468,744.06,21.193,547.42,-9.3161,59.986
46.333,543.26,44.238,59.984,728.09,44.289,744.84,21.563,547.43,-9.5013,59.984
46.367,543.28,44.05,59.984,727.96,44.133,745.39,21.918,547.44,-9.6865,59.985
46.4,543.28,43.855,59.983,727.97,44.195,745.45,21.723,547.46,-9.8717,59.983
46.433,543.28,43.661,59.984,728.15,44.472,745.34,21.233,547.48,-10.057,59.986
46.467,543.25,43.465,59.984,728.25,44.57,745.28,21.043,547.46,-10.243,59.983
46.5,543.26,43.27,59.984,728.14,44.34,745.71,21.358,547.4,-10.43,59.984
46.533,543.27,43.08,59.984,727.79,44.243,746.1,21.914,547.45,-10.62,59.985
46.567,543.33,42.892,59.984,727.69,44.202,746.11,22.111,547.5,-10.805,59.985
46.6,543.31,42.701,59.984,727.6,44.174,745.62,22.129,547.46,-10.992,59.984
46.633,543.3,42.505,59.984,727.51,44.271,745.02,21.877,547.43,-11.184,59.984
46.667,543.27,42.302,59.983,727.78,44.346,744.6,21.656,547.45,-11.37,59.984
46.7,543.25,42.1,59.984,728.22,44.368,744.54,21.677,547.45,-11.567,59.983
