Preliminary Synchronized Reserve Summary 
Month:,"January, 2017" ,Report Creation Timestamp (EPT):, 08/02/2017 12:15:40 PM
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
01/02/2017 23,01/03/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),.29,72398.273000,605.394621984,631.426599,1241.68,3873.79,1065.202011492,480.637044164,.00,.000,258.626,.000,.000,.000,.00,1065.202011492
01/02/2017 24,01/03/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,67976.230985,536.598261190,1083.621480,4181.65,.00,920.499968319,726.967178044,.00,.000,237.000,.000,.000,.000,.00,920.499968319
01/03/2017 01,01/03/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,64678.163923,351.862915733,881.215227,1155.80,.00,616.800005716,633.887351361,.00,.000,204.000,.000,.000,.000,.00,616.800004087
01/03/2017 02,01/03/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,62696.527059,273.980959374,1017.670854,752.06,.00,484.800006505,734.357941201,.00,.000,146.000,.000,.000,.000,.00,484.800006505
01/03/2017 03,01/03/2017 08,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,62110.697948,207.649814576,1109.871619,414.04,.00,368.800027922,793.432536183,.00,.000,30.000,.000,.000,.000,.00,368.799999920
01/03/2017 04,01/03/2017 09,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,62250.262116,208.066318980,1075.491901,413.72,.00,368.799979715,767.669654099,.00,.000,30.000,.000,.000,.000,.00,368.799979715
01/03/2017 05,01/03/2017 10,RTO,Non PJM Mid Atlantic Dominion (MAD),.46,63620.667040,193.847260362,1036.095263,188.69,.00,332.900016248,675.321741394,.00,.000,30.100,.000,.000,.000,.00,332.899994633
01/03/2017 06,01/03/2017 11,RTO,Non PJM Mid Atlantic Dominion (MAD),.28,67633.984004,198.508502029,963.811061,272.41,.00,345.100097460,624.092678693,.00,.000,37.450,.000,.000,.000,.00,345.100016123
01/03/2017 07,01/03/2017 12,RTO,Non PJM Mid Atlantic Dominion (MAD),1.83,74523.267044,363.402923656,627.436510,538.07,.00,641.667995998,444.906537932,.00,.000,260.334,.000,.000,.000,.00,641.667995998
01/03/2017 08,01/03/2017 13,RTO,Non PJM Mid Atlantic Dominion (MAD),10.48,79455.490977,516.642010870,846.700000,14845.96,.00,898.209030858,569.514461042,.00,.000,252.557,.000,.000,.000,.00,898.209030858
