Preliminary Synchronized Reserve Summary 
Month:,"May, 2017" ,Report Creation Timestamp (EPT):, 11/03/2017 11:20:00 AM
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
05/03/2017 21,05/04/2017 01,RTO,Non PJM Mid Atlantic Dominion (MAD),1.95,71912.558020,568.891768387,739.441220,4533.37,.00,945.458983835,463.287687328,.00,.000,136.800,.000,.000,.000,.00,945.458983835
05/03/2017 22,05/04/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),2.09,71259.650987,587.662147896,551.864182,4306.07,.00,965.699994515,362.464432817,.00,.000,145.659,.000,.000,.000,.00,965.699994515
05/03/2017 23,05/04/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),3.50,66807.454013,478.155157373,659.223876,2849.46,.00,775.850014541,427.554772355,.00,.000,222.900,.000,.000,.000,.00,775.850014541
05/03/2017 24,05/04/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),.95,61769.064980,319.661783750,905.270853,379.56,.00,520.518012740,611.876315519,.00,.000,124.634,.000,.000,.000,.00,520.517989033
05/04/2017 01,05/04/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,58104.346989,155.070863730,1477.782186,215.67,.00,256.500113580,1052.832995878,.00,.000,40.000,.000,.000,.000,.00,256.500014151
05/04/2017 02,05/04/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,56089.464976,235.160744089,1557.843821,402.16,.00,386.900027176,1118.125651904,.00,.000,58.000,.000,.000,.000,.00,386.899952405
05/04/2017 03,05/04/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,54889.033979,17.956157747,1572.287745,.00,.00,29.700132469,1115.399329159,.00,.000,3.900,.000,.000,.000,.00,29.700001850
05/04/2017 04,05/04/2017 08,RTO,Non PJM Mid Atlantic Dominion (MAD),.42,54676.606992,22.156938975,1471.859949,16.61,.00,36.424990432,1018.257283292,.00,.000,8.542,.000,.000,.000,.00,36.424990432
05/04/2017 05,05/04/2017 09,RTO,Non PJM Mid Atlantic Dominion (MAD),4.96,55614.566999,58.459849353,1086.767306,86.07,.00,93.217076833,712.342168227,.00,.000,49.592,.000,.000,.000,.00,93.217010612
05/04/2017 06,05/04/2017 10,RTO,Non PJM Mid Atlantic Dominion (MAD),1.23,59493.184034,314.390124047,831.091577,356.66,.00,507.492105750,525.567790940,.00,.000,146.659,.000,.000,.000,.00,507.492015347
