Preliminary Synchronized Reserve Summary 
Month:,"February, 2017" ,Report Creation Timestamp (EPT):, 07/03/2017 11:21:56 AM
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
02/04/2017 16,02/04/2017 21,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,77394.729043,9.401922684,1723.963945,.00,.00,16.300011561,1206.800555332,.00,.000,.000,.000,.000,.000,.00,16.299985777
02/04/2017 17,02/04/2017 22,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,78901.760017,9.335379825,1586.424760,.00,.00,16.300070230,1081.747258015,.00,.000,.000,.000,.000,.000,.00,16.300048577
02/04/2017 18,02/04/2017 23,RTO,Non PJM Mid Atlantic Dominion (MAD),2.52,82697.970982,27.093039253,1323.595636,.00,.00,47.799999623,879.507119939,.00,.000,10.100,.000,.000,.000,.00,47.799999623
02/04/2017 19,02/05/2017 00,RTO,Non PJM Mid Atlantic Dominion (MAD),32.72,86347.511003,498.393452768,794.958268,2203.88,25.76,881.681036287,575.412893297,.00,.000,161.017,214.062,.000,.000,.00,881.680994825
02/04/2017 20,02/05/2017 01,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,86166.737003,325.578131073,943.873453,1325.47,665.96,578.817020566,662.344894686,.00,.000,295.650,.000,.000,.000,.00,578.817000717
02/04/2017 21,02/05/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,85260.203948,317.338945702,1018.425080,1247.21,655.44,565.000044749,715.885444802,.00,.000,285.100,.000,.000,.000,.00,565.000024021
02/04/2017 22,02/05/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,83360.690029,286.019012560,1050.292969,1140.54,.00,494.099950621,726.688806929,.00,.000,246.000,.000,.000,.000,.00,494.099950621
02/04/2017 23,02/05/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,80236.405948,212.700906133,1272.434956,694.13,.00,366.599990833,869.249004103,.00,.000,128.000,.000,.000,.000,.00,366.599990833
02/04/2017 24,02/05/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,76629.449096,247.014061766,1373.512811,864.15,.00,425.600179409,943.897026288,.00,.000,187.000,.000,.000,.000,.00,425.599975788
02/05/2017 01,02/05/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,73362.289984,7.052358054,1499.946435,.00,.00,12.300000576,1012.093138791,.00,.000,.000,.000,.000,.000,.00,12.300000576
02/05/2017 02,02/05/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,71375.574981,7.074632658,1505.360998,.00,.00,12.300029868,1006.154731767,.00,.000,.000,.000,.000,.000,.00,12.300006298
02/05/2017 03,02/05/2017 08,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,70280.111034,6.972281169,1352.753799,.00,.00,12.300032208,917.487835310,.00,.000,.000,.000,.000,.000,.00,12.300032208
02/05/2017 04,02/05/2017 09,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,69751.241844,6.331886774,1441.968284,.00,.00,11.200054876,974.087899673,.00,.000,.000,.000,.000,.000,.00,11.200028693
02/05/2017 05,02/05/2017 10,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,69908.980939,107.965297367,1606.504864,364.04,.00,192.000009364,1101.612881436,.00,.000,30.100,.000,.000,.000,.00,191.999980994
02/05/2017 06,02/05/2017 11,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,70701.692053,40.519028178,1611.456890,39.78,.00,72.000139307,1076.774220536,.00,.000,30.100,.000,.000,.000,.00,72.000033943
02/05/2017 07,02/05/2017 12,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,72400.741965,101.812214883,1465.499949,359.05,.00,182.100058045,989.276944136,.00,.000,89.100,.000,.000,.000,.00,182.100008214
02/05/2017 08,02/05/2017 13,RTO,Non PJM Mid Atlantic Dominion (MAD),.22,74560.455985,90.154846232,1306.696407,131.45,.00,161.099966817,885.823878372,.00,.000,30.100,.000,.000,.000,.00,161.099966817
