Preliminary Synchronized Reserve Summary ,,,,,,,,,,,,,,,,,,,
Month:,"November, 2017 ",Report Creation Timestamp (EPT):, 01/05/2018 12:39:10 PM,,,,,,,,,,,,,,,,
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
11/03/2017 13,11/03/2017 17,RTO,Non PJM Mid Atlantic Dominion (MAD),0,73474.75997,729.8931096,627.6,11520.61,0,1209.267004,452.108746,0,0,533.6,0,0,0,0,1209.267004
11/03/2017 14,11/03/2017 18,RTO,Non PJM Mid Atlantic Dominion (MAD),0,73725.82399,707.9443568,557.72946,30795.3,0,1211.125002,460.4826599,0,0,533.6,0,0,0,0,1211.124977
11/03/2017 15,11/03/2017 19,RTO,Non PJM Mid Atlantic Dominion (MAD),0,72978.07395,706.1464893,1064.896192,8099.95,0,1210.032981,777.5519396,0,0,534.517,0,0,0,0,1210.032947
11/03/2017 16,11/03/2017 20,RTO,Non PJM Mid Atlantic Dominion (MAD),0,72275.21404,712.7483648,723.6,8242.49,0,1222.559021,538.9567066,0,0,546.042,0,0,0,0,1222.559019
11/03/2017 17,11/03/2017 21,RTO,Non PJM Mid Atlantic Dominion (MAD),0.94,71860.72897,502.9977096,636.495438,3673.08,520.6,883.1660154,494.1136931,0,0,176.651,35.248,0,0,0,883.1660154
11/03/2017 18,11/03/2017 22,RTO,Non PJM Mid Atlantic Dominion (MAD),0,72019.34802,605.014716,686.982083,6502.68,1252.72,1048.100027,536.965445,0,0,274.1,103,0,0,0,1048.100027
11/03/2017 19,11/03/2017 23,RTO,Non PJM Mid Atlantic Dominion (MAD),0,73770.64302,601.7063718,705.634583,7022.11,0,1066.691074,552.1045891,0,0,377.1,0,0,0,0,1066.691049
11/03/2017 20,11/04/2017 00,RTO,Non PJM Mid Atlantic Dominion (MAD),0,74095.522,645.6774083,757.192762,7442.73,0,1098.041957,544.7563804,0,0,377.1,0,0,0,0,1098.041957
11/03/2017 21,11/04/2017 01,RTO,Non PJM Mid Atlantic Dominion (MAD),0,72362.79099,648.9606144,802.774556,6618.33,0,1080.174977,552.3260787,0,0,377.1,0,0,0,0,1080.174975
11/03/2017 22,11/04/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),0,69921.04098,543.8343945,923.382674,4256.29,0,890.3999879,617.8967343,0,0,164,0,0,0,0,890.3999879
11/03/2017 23,11/04/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),0,66273.87911,379.0514072,1162.842581,2378.33,0,628.5749913,819.5897666,0,0,164,0,0,0,0,628.5749913
